,0
1970Q1,11.1135241434195
1970Q2,11.1135241434195
1970Q3,11.1135241434195
1970Q4,11.1135241434195
1971Q1,11.8892210803322
1971Q2,11.8892210803322
1971Q3,11.8892210803322
1971Q4,11.8892210803322
1972Q1,12.1883526958193
1972Q2,12.1883526958193
1972Q3,12.1883526958193
1972Q4,12.1883526958193
1973Q1,12.4004639476191
1973Q2,12.4004639476191
1973Q3,12.4004639476191
1973Q4,12.4004639476191
1974Q1,13.6239015540992
1974Q2,13.6239015540992
1974Q3,13.6239015540992
1974Q4,13.6239015540992
1975Q1,14.9997287077216
1975Q2,14.9997287077216
1975Q3,14.9997287077216
1975Q4,14.9997287077216
1976Q1,14.726435233465
1976Q2,14.726435233465
1976Q3,14.726435233465
1976Q4,14.726435233465
1977Q1,14.685035792221
1977Q2,14.685035792221
1977Q3,14.685035792221
1977Q4,14.685035792221
1978Q1,14.4389675191595
1978Q2,14.4389675191595
1978Q3,14.4389675191595
1978Q4,14.4389675191595
1979Q1,14.4909946540637
1979Q2,14.4909946540637
1979Q3,14.4909946540637
1979Q4,14.4909946540637
1980Q1,14.6619341746859
1980Q2,14.6619341746859
1980Q3,14.6619341746859
1980Q4,14.6619341746859
1981Q1,14.6813589370559
1981Q2,14.6813589370559
1981Q3,14.6813589370559
1981Q4,14.6813589370559
1982Q1,14.7966961802238
1982Q2,14.7966961802238
1982Q3,14.7966961802238
1982Q4,14.7966961802238
1983Q1,14.8495499043528
1983Q2,14.8495499043528
1983Q3,14.8495499043528
1983Q4,14.8495499043528
1984Q1,14.6056798553259
1984Q2,14.6056798553259
1984Q3,14.6056798553259
1984Q4,14.6056798553259
1985Q1,14.2773445694455
1985Q2,14.2773445694455
1985Q3,14.2773445694455
1985Q4,14.2773445694455
1986Q1,14.195672377612
1986Q2,14.195672377612
1986Q3,14.195672377612
1986Q4,14.195672377612
1987Q1,14.1204146649921
1987Q2,14.1204146649921
1987Q3,14.1204146649921
1987Q4,14.1204146649921
1988Q1,13.7069932176849
1988Q2,13.7069932176849
1988Q3,13.7069932176849
1988Q4,13.7069932176849
1989Q1,13.5748170567068
1989Q2,13.5748170567068
1989Q3,13.5748170567068
1989Q4,13.5748170567068
1990Q1,13.5450283669728
1990Q2,13.5450283669728
1990Q3,13.5450283669728
1990Q4,13.5450283669728
1991Q1,13.5975407449258
1991Q2,13.5975407449258
1991Q3,13.5975407449258
1991Q4,13.5975407449258
1992Q1,13.9953920345949
1992Q2,13.9953920345949
1992Q3,13.9953920345949
1992Q4,13.9953920345949
1993Q1,14.6150848692991
1993Q2,14.6150848692991
1993Q3,14.6150848692991
1993Q4,14.6150848692991
1994Q1,14.7483119048313
1994Q2,14.7483119048313
1994Q3,14.7483119048313
1994Q4,14.7483119048313
1995Q1,15.079728572976
1995Q2,15.079728572976
1995Q3,15.079728572976
1995Q4,15.079728572976
1996Q1,15.1459373245418
1996Q2,15.1459373245418
1996Q3,15.1459373245418
1996Q4,15.1459373245418
1997Q1,15.3019416593352
1997Q2,15.3019416593352
1997Q3,15.3019416593352
1997Q4,15.3019416593352
1998Q1,15.6654067661838
1998Q2,15.6654067661838
1998Q3,15.6654067661838
1998Q4,15.6654067661838
1999Q1,16.216773574862
1999Q2,16.216773574862
1999Q3,16.216773574862
1999Q4,16.216773574862
2000Q1,16.549191407008
2000Q2,16.549191407008
2000Q3,16.549191407008
2000Q4,16.549191407008
2001Q1,17.2289905143177
2001Q2,17.2289905143177
2001Q3,17.2289905143177
2001Q4,17.2289905143177
2002Q1,17.7749067788644
2002Q2,17.7749067788644
2002Q3,17.7749067788644
2002Q4,17.7749067788644
2003Q1,17.8364695899716
2003Q2,17.8364695899716
2003Q3,17.8364695899716
2003Q4,17.8364695899716
2004Q1,17.7233548337375
2004Q2,17.7233548337375
2004Q3,17.7233548337375
2004Q4,17.7233548337375
2005Q1,17.7438933244397
2005Q2,17.7438933244397
2005Q3,17.7438933244397
2005Q4,17.7438933244397
2006Q1,17.595075361072
2006Q2,17.595075361072
2006Q3,17.595075361072
2006Q4,17.595075361072
2007Q1,17.6343087480996
2007Q2,17.6343087480996
2007Q3,17.6343087480996
2007Q4,17.6343087480996
2008Q1,18.025030322619
2008Q2,18.025030322619
2008Q3,18.025030322619
2008Q4,18.025030322619
2009Q1,19.3337393097808
2009Q2,19.3337393097808
2009Q3,19.3337393097808
2009Q4,19.3337393097808
2010Q1,19.2025962424431
2010Q2,19.2025962424431
2010Q3,19.2025962424431
2010Q4,19.2025962424431
2011Q1,19.885399284228
2011Q2,19.885399284228
2011Q3,19.885399284228
2011Q4,19.885399284228
2012Q1,19.9573325085164
2012Q2,19.9573325085164
2012Q3,19.9573325085164
2012Q4,19.9573325085164
2013Q1,19.854370134417
2013Q2,19.854370134417
2013Q3,19.854370134417
2013Q4,19.854370134417
2014Q1,19.9261773555302
2014Q2,19.9261773555302
2014Q3,19.9261773555302
2014Q4,19.9261773555302
2015Q1,19.617744139153
2015Q2,19.617744139153
2015Q3,19.617744139153
2015Q4,19.617744139153
2016Q1,19.6572481017318
2016Q2,19.6572481017318
2016Q3,19.6572481017318
2016Q4,19.6572481017318
2017Q1,19.4117955495929
2017Q2,19.4117955495929
2017Q3,19.4117955495929
2017Q4,19.4117955495929
2018Q1,19.5755911714278
2018Q2,19.5755911714278
2018Q3,19.5755911714278
2018Q4,19.5755911714278
2019Q1,19.9265628536314
2019Q2,19.9265628536314
2019Q3,19.9265628536314
2019Q4,19.9265628536314
2020Q1,21.0320662024389
2020Q2,21.0320662024389
