,CPI,quarter,GDP,INT,UNEMP,SPENDING_PERCENT_OF_GDP
0,97.3954356494443,1994Q1,446276.5,1.75,2.96666666666667,14.7483119048313
1,97.8705353355392,1994Q2,443822.8,1.75,2.93333333333333,14.7483119048313
2,97.5651141087639,1994Q3,448928.5,1.75,3.06666666666667,14.7483119048313
3,98.0741494867226,1994Q4,447124.9,1.75,3.03333333333333,14.7483119048313
4,97.5990498006278,1995Q1,452096.3,1.75,3.13333333333333,15.079728572976
5,97.8365996436752,1995Q2,456350.0,1.0,3.16666666666667,15.079728572976
6,97.5990498006278,1995Q3,461698.4,0.5,3.33333333333333,15.079728572976
7,97.5311784169,1995Q4,462803.1,0.5,3.43333333333333,15.079728572976
8,97.2596928819886,1996Q1,466601.9,0.5,3.5,15.1459373245418
9,97.9723424111309,1996Q2,472555.5,0.5,3.53333333333333,15.1459373245418
10,97.8026639518113,1996Q3,473152.5,0.5,3.43333333333333,15.1459373245418
11,98.0741494867227,1996Q4,478409.5,0.5,3.46666666666667,15.1459373245418
12,97.8365996436752,1997Q1,479667.6,0.5,3.46666666666667,15.3019416593352
13,99.9066768473742,1997Q2,476077.6,0.5,3.5,15.3019416593352
14,99.8727411555103,1997Q3,477003.8,0.5,3.53333333333333,15.3019416593352
15,100.144226690422,1997Q4,477155.3,0.5,3.66666666666667,15.3019416593352
16,99.7369983880546,1998Q1,471380.4,0.5,3.83333333333333,15.6654067661838
17,100.246033766013,1998Q2,469303.7,0.5,4.23333333333333,15.6654067661838
18,99.6691270043268,1998Q3,470143.7,0.5,4.4,15.6654067661838
19,100.687197760244,1998Q4,473904.2,0.5,4.6,15.6654067661838
20,99.6351913124629,1999Q1,467403.5,0.5,4.8,16.216773574862
21,99.974548231102,1999Q2,469175.4,0.5,4.93333333333333,16.216773574862
22,99.6691270043268,1999Q3,471675.1,0.5,4.9,16.216773574862
23,99.6691270043268,1999Q4,471841.2,0.5,4.86666666666667,16.216773574862
24,99.0243488589124,2000Q1,479861.0,0.5,5.0,16.549191407008
25,99.2618987019598,2000Q2,482127.1,0.5,4.9,16.549191407008
26,99.0243488589124,2000Q3,482244.3,0.5,4.86666666666667,16.549191407008
27,98.8886060914567,2000Q4,486944.5,0.5,4.96666666666667,16.549191407008
28,98.6171205565454,2001Q1,490543.8,0.25,4.93333333333333,17.2289905143177
29,98.5492491728175,2001Q2,486880.8,0.25,5.06666666666667,17.2289905143177
30,98.3116993297701,2001Q3,481569.4,0.1,5.36666666666667,17.2289905143177
31,97.9723424111309,2001Q4,479917.6,0.1,5.6,17.2289905143177
32,97.2596928819886,2002Q1,480733.3,0.1,5.56666666666667,17.7749067788644
33,97.7008568762196,2002Q2,484626.2,0.1,5.63333333333333,17.7749067788644
34,97.5311784169,2002Q3,486152.1,0.1,5.7,17.7749067788644
35,97.4293713413082,2002Q4,487502.5,0.1,5.56666666666667,17.7749067788644
36,97.0221430389412,2003Q1,487809.9,0.1,5.63333333333333,17.8364695899716
37,97.4633070331721,2003Q2,491151.1,0.1,5.66666666666667,17.8364695899716
38,97.2936285738526,2003Q3,492603.5,0.1,5.36666666666667,17.8364695899716
39,97.123950114533,2003Q4,497984.2,0.1,5.23333333333333,17.8364695899716
40,96.8864002714856,2004Q1,501630.5,0.1,5.1,17.7233548337375
41,97.1578858063969,2004Q2,501691.7,0.1,4.93333333333333,17.7233548337375
42,97.1918214982608,2004Q3,504769.8,0.1,4.96666666666667,17.7233548337375
43,97.6329854924917,2004Q4,503829.7,0.1,4.73333333333333,17.7233548337375
44,96.9203359633494,2005Q1,506409.4,0.1,4.73333333333333,17.7438933244397
45,97.0560787308051,2005Q2,510318.2,0.1,4.63333333333333,17.7438933244397
46,96.8864002714856,2005Q3,515509.1,0.1,4.5,17.7438933244397
47,96.8864002714856,2005Q4,516438.0,0.1,4.66666666666667,17.7438933244397
48,96.7845931958938,2006Q1,517237.8,0.1,4.4,17.595075361072
49,97.2257571901247,2006Q2,517999.1,0.1,4.33333333333333,17.595075361072
50,97.497242725036,2006Q3,516996.6,0.4,4.3,17.595075361072
51,97.2257571901247,2006Q4,524001.4,0.4,4.23333333333333,17.595075361072
52,96.682786120302,2007Q1,527461.8,0.75,4.2,17.6343087480996
53,97.1578858063969,2007Q2,527589.1,0.75,3.9,17.6343087480996
54,97.3614999575804,2007Q3,524760.2,0.75,3.9,17.6343087480996
55,97.7008568762196,2007Q4,527089.4,0.75,4.03333333333333,17.6343087480996
56,97.6329854924917,2008Q1,528981.7,0.75,4.1,18.025030322619
57,98.4474420972258,2008Q2,525788.8,0.75,4.1,18.025030322619
58,99.4655128531433,2008Q3,519289.3,0.75,4.16666666666667,18.025030322619
59,98.7189276321371,2008Q4,506540.3,0.3,4.26666666666667,18.025030322619
60,97.5311784169,2009Q1,482198.8,0.3,4.8,19.3337393097808
61,97.5311784169,2009Q2,491520.9,0.3,5.33333333333333,19.3337393097808
62,97.2257571901247,2009Q3,491329.2,0.3,5.66666666666667,19.3337393097808
63,96.7167218121659,2009Q4,497490.2,0.3,5.46666666666667,19.3337393097808
64,96.682786120302,2010Q1,502726.2,0.3,5.33333333333333,19.2025962424431
65,96.7506575040299,2010Q2,508663.2,0.3,5.36666666666667,19.2025962424431
66,96.2416221260711,2010Q3,517915.0,0.3,5.3,19.2025962424431
67,96.4452362772546,2010Q4,513728.4,0.3,5.26666666666667,19.2025962424431
68,96.1737507423433,2011Q1,508328.1,0.3,4.9714981459959,19.885399284228
69,96.3773648935268,2011Q2,503865.3,0.3,4.88397564771012,19.885399284228
70,96.3773648935268,2011Q3,516136.0,0.3,4.66726993401775,19.885399284228
71,96.1398150504794,2011Q4,515432.6,0.3,4.7,19.885399284228
72,96.4791719691185,2012Q1,522590.3,0.3,4.73333333333333,19.9573325085164
73,96.5470433528464,2012Q2,517793.9,0.3,4.63333333333333,19.9573325085164
74,95.9701365911598,2012Q3,515853.6,0.3,4.5,19.9573325085164
75,95.9022652074319,2012Q4,515474.8,0.3,4.36666666666667,19.9573325085164
76,95.8343938237041,2013Q1,522626.6,0.3,4.4,19.854370134417
77,96.275557817935,2013Q2,527332.3,0.3,4.3,19.854370134417
78,96.8185288877577,2013Q3,532396.8,0.3,4.13333333333333,19.854370134417
79,97.2596928819886,2013Q4,531720.2,0.3,4.06666666666667,19.854370134417
80,97.2936285738526,2014Q1,536081.6,0.3,3.8,19.9261773555302
81,99.7030626961907,2014Q2,526409.7,0.3,3.8,19.9261773555302
82,100.076355306694,2014Q3,526850.0,0.3,3.73333333333333,19.9261773555302
83,99.7709340799186,2014Q4,529274.0,0.3,3.6,19.9261773555302
84,99.5333842368711,2015Q1,537512.6,0.3,3.66666666666667,19.617744139153
85,100.279969457877,2015Q2,538249.9,0.3,3.5,19.617744139153
86,100.178162382286,2015Q3,538774.2,0.3,3.5,19.617744139153
87,100.008483922966,2015Q4,537861.7,0.3,3.43333333333333,19.617744139153
88,99.5673199287351,2016Q1,541875.9,0.3,3.4,19.6572481017318
89,99.9066768473742,2016Q2,541024.3,0.3,3.33333333333333,19.6572481017318
90,99.7030626961907,2016Q3,542102.3,0.3,3.2,19.6572481017318
91,100.313905149741,2016Q4,542916.4,0.3,3.16666666666667,19.6572481017318
92,99.9066768473742,2017Q1,547326.9,0.3,3.03333333333333,19.4117955495929
93,100.313905149741,2017Q2,549221.2,0.3,3.03333333333333,19.4117955495929
94,100.313905149741,2017Q3,553882.6,0.3,2.96666666666667,19.4117955495929
95,100.890811911428,2017Q4,554519.2,0.3,2.83333333333333,19.4117955495929
96,101.196233138203,2018Q1,555050.2,0.3,2.66666666666667,19.5755911714278
97,100.99261898702,2018Q2,556734.7,0.3,2.5,19.5755911714278
98,101.433782981251,2018Q3,553944.1,0.3,2.56666666666667,19.5755911714278
99,101.77313989989,2018Q4,553198.2,0.3,2.6,19.5755911714278
100,101.501654364978,2019Q1,554377.4,0.3,2.6,19.9265628536314
101,101.739204208026,2019Q2,556165.3,0.3,2.5,19.9265628536314
102,101.77313989989,2019Q3,557453.5,0.3,2.36666666666667,19.9265628536314
