,0
2012Q1,-3.7
2012Q2,-3.7
2012Q3,-3.7
2012Q4,-3.7
2013Q1,-3.0
2013Q2,-3.0
2013Q3,-3.0
2013Q4,-3.0
2014Q1,-2.4
2014Q2,-2.4
2014Q3,-2.4
2014Q4,-2.4
2015Q1,-1.9
2015Q2,-1.9
2015Q3,-1.9
2015Q4,-1.9
2016Q1,-1.4
2016Q2,-1.4
2016Q3,-1.4
2016Q4,-1.4
2017Q1,-0.8
2017Q2,-0.8
2017Q3,-0.8
2017Q4,-0.8
2018Q1,-0.4
2018Q2,-0.4
2018Q3,-0.4
2018Q4,-0.4
2019Q1,-0.5
2019Q2,-0.5
2019Q3,-0.5
2019Q4,-0.5
2020Q1,-6.7
2020Q2,-6.7
2020Q3,-6.7
2020Q4,-6.7
2021Q1,-4.6
2021Q2,-4.6
2021Q3,-4.6
2021Q4,-4.6
