Date,Open,High,Low,Close,Adj Close,Volume
2001-03-01,117.69999694824219,119.29000091552734,113.86000061035156,119.06999969482422,119.06999969482422,0
2001-06-01,119.11000061035156,121.0199966430664,112.31999969482422,113.41999816894531,113.41999816894531,0
2001-09-01,113.4800033569336,117.43000030517578,111.30999755859375,116.12999725341797,116.12999725341797,0
2001-12-01,115.61000061035156,120.51000213623047,114.43000030517578,119.16000366210938,119.16000366210938,0
2002-03-01,119.29000091552734,119.61000061035156,110.87999725341797,111.80999755859375,111.80999755859375,0
2002-06-01,111.93000030517578,112.04000091552734,103.54000091552734,106.9800033569336,106.9800033569336,0
2002-09-01,106.43000030517578,109.66999816894531,104.12000274658203,106.41000366210938,106.41000366210938,0
2002-12-01,106.56999969482422,107.30999755859375,98.6500015258789,99.70999908447266,99.70999908447266,0
2003-03-01,99.73999786376953,102.1500015258789,92.20999908447266,93.2699966430664,93.2699966430664,0
2003-06-01,93.7300033569336,99.48999786376953,91.87999725341797,98.0999984741211,98.0999984741211,0
2003-09-01,97.87999725341797,99.37000274658203,90.04000091552734,90.20999908447266,90.20999908447266,0
2003-12-01,90.16000366210938,90.54000091552734,84.55999755859375,87.30999755859375,87.30999755859375,0
2004-03-01,87.0999984741211,92.29000091552734,87.0199966430664,88.94999694824219,88.94999694824219,0
2004-06-01,88.63999938964844,90.41999816894531,87.0,88.94000244140625,88.94000244140625,0
2004-09-01,88.91000366210938,89.75,81.52999877929688,81.81999969482422,81.81999969482422,0
2004-12-01,81.80999755859375,85.44000244140625,80.38999938964844,82.51000213623047,82.51000213623047,0
2005-03-01,82.6500015258789,87.80000305175781,81.27999877929688,87.76000213623047,87.76000213623047,0
2005-06-01,87.73999786376953,90.7699966430664,86.76000213623047,87.58000183105469,87.58000183105469,0
2005-09-01,87.58999633789062,92.62999725341797,86.0199966430664,91.56999969482422,91.56999969482422,0
2005-12-01,91.54000091552734,92.31999969482422,87.83000183105469,90.11000061035156,90.11000061035156,0
2006-03-01,90.08000183105469,91.16000366210938,83.5999984741211,84.72000122070312,84.72000122070312,0
2006-06-01,84.68000030517578,87.33000183105469,83.72000122070312,85.05000305175781,85.05000305175781,0
2006-09-01,85.08999633789062,87.30000305175781,82.79000091552734,82.91999816894531,82.91999816894531,0
2006-12-01,82.91000366210938,85.43000030517578,82.23999786376953,83.56999969482422,83.56999969482422,0
2007-03-01,83.62000274658203,84.37999725341797,81.25,82.30000305175781,82.30000305175781,0
2007-06-01,82.30999755859375,83.2699966430664,79.95999908447266,80.79000091552734,80.79000091552734,0
2007-09-01,80.80999755859375,81.13999938964844,74.4800033569336,76.1500015258789,76.1500015258789,0
2007-12-01,75.93000030517578,77.8499984741211,73.55999755859375,73.70999908447266,73.70999908447266,0
2008-03-01,73.75,73.94999694824219,70.69999694824219,72.87999725341797,72.87999725341797,0
2008-06-01,72.87000274658203,77.62000274658203,71.30999755859375,77.37999725341797,77.37999725341797,0
2008-09-01,77.25,88.45999908447266,75.88999938964844,86.5199966430664,86.5199966430664,0
2008-12-01,86.43000030517578,88.48999786376953,77.69000244140625,88.01000213623047,88.01000213623047,0
2009-03-01,88.58000183105469,89.62000274658203,79.18000030517578,80.43000030517578,80.43000030517578,0
2009-06-01,79.19999694824219,81.47000122070312,77.43000030517578,78.16999816894531,78.16999816894531,0
2009-09-01,78.11000061035156,78.94000244140625,74.16999816894531,74.87999725341797,74.87999725341797,0
2009-12-01,74.70999908447266,81.33999633789062,74.2699966430664,80.36000061035156,80.36000061035156,0
2010-03-01,80.33000183105469,87.45999908447266,79.51000213623047,86.58999633789062,86.58999633789062,0
2010-06-01,86.58000183105469,88.70999908447266,80.08999633789062,83.19999694824219,83.19999694824219,0
2010-09-01,83.08999633789062,83.22000122070312,75.62999725341797,81.19999694824219,81.19999694824219,0
2010-12-01,81.26000213623047,81.36000061035156,76.76000213623047,76.88999938964844,76.88999938964844,0
2011-03-01,76.86000061035156,77.37999725341797,72.69999694824219,74.63999938964844,74.63999938964844,0
2011-06-01,74.44000244140625,76.72000122070312,73.41999816894531,74.12999725341797,74.12999725341797,0
2011-09-01,74.4800033569336,79.83000183105469,74.13999938964844,78.38999938964844,78.38999938964844,0
2011-12-01,78.37000274658203,81.77999877929688,77.91999816894531,78.7300033569336,78.7300033569336,0
2012-03-01,78.7699966430664,83.20999908447266,78.08999633789062,83.04000091552734,83.04000091552734,0
2012-06-01,83.06999969482422,84.0999984741211,80.95999908447266,81.25,81.25,0
2012-09-01,81.23999786376953,81.66999816894531,78.5999984741211,80.1500015258789,80.1500015258789,0
2012-12-01,80.18000030517578,81.98999786376953,78.91999816894531,81.9800033569336,81.9800033569336,0
2013-03-01,81.91999816894531,84.5,81.33000183105469,83.37999725341797,83.37999725341797,0
2013-06-01,83.30999755859375,84.75,80.5,82.08999633789062,82.08999633789062,0
2013-09-01,82.0199966430664,82.66999816894531,79.0,80.68000030517578,80.68000030517578,0
2013-12-01,80.66000366210938,81.38999938964844,79.69000244140625,79.77999877929688,79.77999877929688,0
2014-03-01,79.9000015258789,80.5999984741211,78.91000366210938,80.37000274658203,80.37000274658203,0
2014-06-01,80.4000015258789,82.75,79.73999786376953,82.75,82.75,0
2014-09-01,82.76000213623047,88.44000244140625,82.75,88.36000061035156,88.36000061035156,0
2014-12-01,88.2300033569336,95.4800033569336,87.62999725341797,95.25,95.25,23290000
2015-03-01,95.26000213623047,100.38999938964844,93.12999725341797,96.91000366210938,96.91000366210938,0
2015-06-01,96.88999938964844,98.33000183105469,92.62000274658203,95.94999694824219,95.94999694824219,0
2015-09-01,95.93000030517578,100.30999755859375,93.80999755859375,100.16999816894531,100.16999816894531,0
2015-12-01,100.25,100.51000213623047,95.23999786376953,98.20999908447266,98.20999908447266,0
2016-03-01,98.18000030517578,98.58000183105469,91.91999816894531,95.88999938964844,95.88999938964844,0
2016-06-01,95.81999969482422,97.56999969482422,93.0199966430664,96.0199966430664,96.0199966430664,0
2016-09-01,95.98999786376953,101.91999816894531,94.47000122070312,101.5,101.5,0
2016-12-01,101.51000213623047,103.81999969482422,99.2300033569336,101.12000274658203,101.12000274658203,0
2017-03-01,101.44000244140625,102.26000213623047,96.80000305175781,96.91999816894531,96.91999816894531,0
2017-06-01,96.98999786376953,97.87000274658203,91.62000274658203,92.66999816894531,92.66999816894531,0
2017-09-01,92.61000061035156,95.1500015258789,91.01000213623047,93.01000213623047,93.01000213623047,0
2017-12-01,93.02999877929688,94.22000122070312,88.25,90.61000061035156,90.61000061035156,0
2018-03-01,90.66999816894531,95.02999877929688,88.94000244140625,93.98999786376953,93.98999786376953,0
