"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","6.19158078945777","6.35294149088275","6.31308914411734","6.9415589919198","8.3605179907656","9.0581969154006","12.9510654302968","11.2048757860753","11.9774314526507","13.2543821183939","13.3772410923478","","","3.93877814067019","4.64272057478671","3.16378396543982","4.06794100708768","5.08923904100949","4.87557087798912","6.28376859918816","6.14104064791632","4.39132011605416","4.43233517127319","4.3091271083747","4.34462740554859","4.03063329644585","4.20118152968138","4.14317368059806","4.16537536251982","4.15394423380197","4.05325016763114","4.13633163394744","4.45122187024089","4.95383869591304","4.88315945317799","4.62988612520877","4.72749921814699","4.90298208959861","5.12567978040796","5.03961520253427","4.97312138319291","4.84565983723317","5.02264856478482","5.12829861719188","5.17438311061483","5.18022516467283","5.44007855680545","5.35945621469055","5.17827687820651","5.09374516609514","5.07532583559895","5.0974466876342","5.03934251843094","5.11613164205746","5.33752075651661","5.40424038147983","5.86529831496558","6.02233215987973","5.95916693091491","6.23818877148586","5.97120710355359","5.88274868783073",
"Bulgaria","BGR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","13.6985770229925","14.7350636278668","15.0105125288664","15.4960992265534","15.1302931081845","16.5753958392774","16.9478674637896","16.8729281465483","16.3238588502833","16.5346949913086","18.1865848876199","19.033161385409","20.3361553784861","18.8558046169287","17.1893074581431","15.3481641512703","13.8490054815903","12.1431675540765","18.3452571005378","19.6065030074748","19.7851119720333","19.368455899514","19.178153843914","20.1105898204731","19.3619098932735","18.1535666491695","18.1469405300315","16.6883257645924","17.1498257945905","16.7393574315573","16.5044663444888","15.8503282721955","15.7905234385176","17.0848687443931","16.8326539913387","16.0841611676282","15.5827701945679","15.5764105073084","16.4143432953985","16.7031839271383","19.3916223869751","18.9445065772223",
"Bahrain","BHR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","13.0299628702185","14.4642994094639","17.0192588269624","18.1216177727143","20.5788287368063","22.7805695142379","27.2196479916354","24.3766680552508","24.3660656562029","24.5542713567839","24.2140342052314","23.3911390217203","23.8580385132109","22.272797013246","21.0184378991861","20.8465954736108","20.2371102400344","19.4822594779768","20.7646982925466","20.815425620222","16.2088242630552","17.2604850298514","17.6690249392874","17.3159819698232","15.43849075531","14.0567332418424","12.7112200856881","12.0997787155712","11.2930187332554","13.9782278252058","12.9275490034846","13.8359519408503","15.4423123163123","15.552226265321","16.1252626698891","17.6852499006427","17.1111395297991","16.6264561625534","16.2860745454655","15.6899359524859","17.0963006200131","",
"Bahamas, The","BHS","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","15.3295932678822","15.4252763094666","12.6162473577604","12.506552834569","13.8310550297932","13.2357599949313","13.7349953831948","12.9342021459017","12.4574487205347","12.1375126390293","12.0265295514565","","13.5620509470934","12.8591282375237","14.1612774656398","13.7430041814088","12.8716041397154","14.8106781221233","13.8874307378244","14.3216957605985","10.0357528630716","9.52406039905052","9.18157126552115","9.2540429172646","9.64674680776116","9.52916060514618","9.72143461903994","10.0239749361975","9.75173339297696","10.238756792643","10.0976235456766","11.1846855405662","12.6728618427643","12.5171359065588","13.7590673703757","13.0880089548062","12.7257924035294","11.9827131110137","12.2611048820172","11.6810031602251","12.7670421441057","12.3747628529767","13.7491662118731","16.7245734316202","16.2919543921632",
"Bosnia and Herzegovina","BIH","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6018002585722","23.4054327322173","23.4374019748903","22.7986171379887","21.9062313308463","21.6563079324931","20.9748145091411","21.0804736907477","22.0814076557873","23.4615267610885","23.1270966380596","23.0899893417252","23.3654292280655","22.8257774801621","22.8610441376188","21.9980804121477","20.9630934488853","20.277890493121","19.769533185659","19.4174528424837","20.8094892187727","19.5038859421711",
"Belarus","BLR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7875288683603","22.2222222222222","15.2173913043478","18.4771573604061","20.5136851570842","20.5497392980404","20.5516083799436","20.3219474961154","19.8646749107398","19.5036522690862","19.4785302940726","21.5527682668344","21.0292941775096","21.3793046864744","20.6031789213431","20.785312392899","19.2073624585262","18.5231764837859","16.5249771170222","16.1000708699266","16.0213954939935","13.4483555468763","13.5666972902762","13.4298113058447","13.7542695534472","14.9217643769907","15.6531401067942","15.652843263526","15.7394924938501","16.8429795126774","16.9648880250599","16.5686993583709",
"Belize","BLZ","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","15.4587849907671","16.5006679720515","18.777804970415","18.8332528649342","17.8452779851026","19.024381766188","18.467341486374","16.0928334558407","14.9431231899511","13.7020563631804","8.18926296633303","8.34724540901503","13.0497476568133","12.7163781624501","13.350615683733","13.5003054367746","13.7991779213153","15.2073732718894","15.4266958424508","15.2307692307692","14.426523297491","15.219260533104","15.6528791565288","15.6779661016949","15.1133501259446","14.6767020184742","13.7571157495256","14.4457547169811","14.8351648351648","16.2154120797382","16.4222030486051","16.4056059356966","16.132422490804","16.5065287016507","16.2535079513564","17.0549649400588","17.9765330971884","18.6570428696413","19.2224622030238","18.5392096006621","17.0192307692308","16.2151314469195",
"Bermuda","BMU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8163449807869","14.0446443521471","14.1060125540357","13.6558354506418","12.8349164357651","12.5031463477346","12.1305912496553","11.6269288561301","11.7283240729939","12.2567291689258","12.7251821400066","12.3203021653288",
"Bolivia","BOL","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","8.6403215003349","9.23645320197044","9.23596771165759","9.64086471408647","9.50023209036051","11.5181058495822","11.622641509434","10.8809444258826","10.5769230769231","10.4491126403477","9.70038073166694","10.3334357713583","10.1614832535885","9.85280151946819","9.39418455241993","10.4804854732117","10.8456655752099","11.7279075889193","12.6871625754634","15.067065735506","13.8415518653943","13.2906743377358","11.8016427975822","9.02830394168307","13.3095990804782","10.5612995770292","9.44747489673778","11.1257075296038","11.3865159779039","11.9406592118685","11.7554815839229","12.0747308599222","12.8705016251926","13.3704366684004","13.5679063950211","13.5726201506434","13.3272666220148","13.9035290001569","14.2188708067528","14.7978925435747","14.5392995149189","15.7241302193543","15.9678902393715","16.5211414224599","16.2585361956677","15.9745575009633","14.3542326624169","14.0586525031966","13.2773746897522","14.7087648409415","13.831218450538","13.7771015326236","13.4396269650146","13.8415143362661","14.7070466402409","17.4952582055853","17.458252194001","17.0216400452702","17.5256446701758","18.1430920033366","19.7386344394638","19.3359811453494",
"Brazil","BRA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","12.5596955904002","12.9162169083743","12.0964094901385","12.7368474442453","11.851968516625","10.5456847151613","10.6690658167339","11.3543843508467","11.1149937580771","10.8982828674882","11.3246354178855","11.0981152345092","10.7720913280882","9.90642975311758","9.32983875373664","10.1851800259585","10.4870945451757","9.42630744535613","9.68052852137433","9.90043859063946","9.1063174474986","9.51874160060973","10.3881016194293","10.3559481952446","9.19464987548048","10.4338900725915","11.1592046131695","12.6374579272704","13.4929526900474","15.4991373147458","19.2909200915421","17.8998440765684","17.0630155947621","17.6640230381336","17.8657165129222","20.9279248587451","19.7508265161778","19.5352947982055","20.0705315848897","19.782690769704","18.7678457444131","19.3432950140464","19.8096623456372","19.0774784933715","18.4675839197143","18.8900014285433","19.0389169325496","18.9429876075416","18.8393928790004","19.6506384012198","19.0168578484948","18.6692569318675","18.5301032595602","18.8924790049702","19.1535387067519","19.7768199520763","20.3792974286877","20.1619046966819","19.8950877802146","19.9835812831035","20.4792676009818","19.0956120865747",
"Barbados","BRB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","16.5859428561582","17.3287508915498","17.3185971283121","17.0565145254336","15.5974189720389","12.6817288801572","14.3328871039714","14.0538231524989","13.9219629927595","14.3078626799557","16.0952380952381","15.0594282043045","14.5128354725788","14.73669775096","15.2193308550186","14.1932295527551","13.3513779527559","12.1819110884006","12.4939759036145","12.1215622833372","12.332361516035","13.2961716449306","12.9930348258706","13.4239322273209","12.9964628600303","13.5397940840007","13.7714846947127","14.6386608723644","19.3394609752298","17.6701988677602","16.6972116769211","14.5075788435991","13.0140560644592","13.322273320433","15.8569747391946","15.4261172301557","15.4674471320815","15.2147330554505","14.7901256386153","14.3479789764564","13.6077750435838","13.4203096158256","12.1468413421268","11.7915755593097","10.9067004742452","12.2896956205317","12.9237375614187",
"Brunei Darussalam","BRN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","17.2769665927681","17.2899220329194","9.27163618782173","7.49976341440333","4.25801775684001","3.85429138442866","8.30048514251061","4.3796411729633","5.52298504191551","9.45358756262386","","","","","","24.3020327388054","22.0184923993105","22.5801407349492","23.3308877476156","25.8365993367501","27.0222649367291","26.7511177347243","25.2183557465687","25.1652196449397","29.8672566371681","28.6135693215339","25.8143719339021","29.3985595498529","27.1697936773804","24.0677854177388","22.0528860999868","18.408700104511","18.0617586059322","22.6204729528401","17.140980198942","23.2876185839744","22.1508828250401","18.7272025061151","18.4393897092207","20.1643182119352","21.4184161450544","25.0616762290471","26.2227178054356","26.4772123933436","24.1412808043276","25.0403962194955","25.4309862541788","22.4479651302579",
"Bhutan","BTN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","24.123796848131","20.2677444819304","20.872599831538","21.5928104078005","24.8465943841008","25.0339344288357","19.5681405393964","14.6272918577472","13.1528574228307","20.4585598416635","16.9548905344987","14.1833026168733","15.0199330508006","17.1028068659331","15.5458050931208","18.8221086207646","21.6999411499903","22.7815825177549","20.2659871638301","19.038518076931","22.7044036921197","22.2319211661753","21.2904642952202","21.0388220410589","21.4978822630346","22.511058772787","21.8051389698248","19.5719394799988","19.4184465134807","21.9009729858447","20.4679361687669","20.5548640568032","19.6363028891349","17.7571990426625","17.35050125803","18.2562043383666","17.2750438209532","16.8042625798009","17.1169027937557","18.2584530997337","20.8239589207456","21.6691056962093",
"Botswana","BWA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","18.135720574745","19.4435112458697","20.9110968640238","22.2442433184324","23.510119029672","25.609756097561","26.2872628726287","25.8029227458115","23.6842105263158","20.7020702070207","18.7817258883249","16.3546255506608","13.3359559402046","14.5175568014163","17.2156768453955","18.9796306872263","21.3910355486862","23.1558185404339","21.1269045914715","19.4103561807842","21.3389121338912","24.8080133555927","26.0513851011913","25.8467161799588","25.01163837249","22.982625710177","23.96728954106","26.8964994696166","23.8895322387195","22.6641774830813","24.1366353059618","24.2285857667095","26.3577544324924","27.9966727197243","28.6236510240848","30.0544448002928","26.1937709821346","28.1823241196434","30.0691562932227","27.4109473451781","24.9027290058887","23.4866322167786","22.3791259879126","22.0087160576493","20.5323439366629","19.4007450572658","27.7149182846436","27.9079685899883","30.4963919045909","35.938335385615","30.7747333119396","28.3315311705229","31.8387868137831","31.0635897059403","29.2537566167414","31.639401159816","28.4757218286483","28.8778485637976","29.0987970338455","31.6984532005157","36.2168576310585","33.2415985847023",
