"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Czechia","CZE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8942659744113","21.5461299900788","20.555509364737","20.9144864668705","21.2028562432574","20.1961904547123","19.4541493668187","20.0541951797644","19.0015505716342","19.883061700865","19.5262183247712","19.4746980178557","20.9569592067134","21.9193738728337","20.6502843102136","20.3168309237792","19.9291338337372","19.1211993782667","19.1301207560984","20.6714428776629","20.5337013226075","19.7967517600151","19.452558529017","19.7231300196895","19.3322650138088","18.9152540613978","18.9621864076868","18.7582705684868","19.405311008932","19.5885244197615","21.7649761408523","21.494417221583",
"Germany","DEU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","16.2537211577776","17.3528336718729","17.7088878116828","18.3930442492212","19.821396153549","20.9383329200907","20.4066678735737","20.3692337191381","20.490551809109","20.4020968108013","20.8850043874871","21.4278265661199","21.1190680269202","20.8644261844023","20.6631553233093","20.5925064747555","20.475314181464","20.6925105363422","20.4434429620252","19.4810828203257","19.1003186340137","18.6769453903393","19.2211202895315","19.3518153624728","19.3140389713317","19.4241558948807","19.7125503544328","19.3548683170589","19.0981523217601","19.2467030512557","19.0445168295331","18.9489261417511","19.2315706148891","19.3256374430834","18.8173806198398","18.7759088585026","18.3277709762356","17.8550539097037","18.2555596134287","19.9916998196857","19.5632116674466","19.0699297583867","19.2768758355158","19.6309246447436","19.5890251859139","19.6917566040355","19.9012039275985","19.8404424637912","19.8828388477024","20.2448420216166","21.9648619998062","22.1419032414798",
"Djibouti","DJI","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6715888047721","19.0934853409627","19.9111202338378","22.2299077070923","21.7735536161827","21.3501236992407","19.8109451971862","19.6134085973217","",
"Dominica","DMA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6489636322223","16.2563394889735","14.6187485348918","16.8458917076865","16.7287918219796","17.3658493313719","18.4447374236963","19.8587780585699","20.4754513869112","21.3487763614819","19.081898934324","24.0784269168223","27.3907122065853","","","",
"Denmark","DNK","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","17.9186473883534","18.6396770884507","19.4821093323602","19.7674575806803","20.9620557011212","22.3673294967927","22.4329768541203","21.9603675267862","23.6472382596735","24.5963249904171","24.0945665401191","23.8012680767824","24.4629984279138","24.9107580749233","26.2675581053825","27.2726379270658","27.690954340985","26.9825265928952","25.1305683301261","24.5899253394415","23.53156222828","24.2985106623904","24.7010188689676","24.3604972332795","23.906614103196","24.2481269921423","24.1630384829775","25.3010539018846","24.4041854603846","24.0520725870819","24.1054046096333","23.6392168601487","24.1291225249093","24.3659908004743","23.8737646063848","24.3249117385811","24.8690541949282","25.0380242581172","24.9339005994338","24.4986889118824","24.2035383887553","24.337963243396","25.1008900558313","27.9349997229178","27.365847979969","26.5646659565541","26.4714555321051","26.0074876343271","25.7856520441613","25.4691994284432","24.8685063718639","24.4120831438676","24.2753514178382","24.1281269783016","24.7610087976845","24.2954849358241",
"Dominican Republic","DOM","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","13.3105353854263","13.270138122569","15.3015410751122","16.1352057966843","15.6103759370491","18.8830086701948","15.0116881796931","13.113645148821","13.4093225836345","12.6859000406339","11.5779266240323","10.1455625562556","8.94136057160109","8.2568065506653","9.96389240181837","6.1700544565459","3.84434265468809","4.12782803950208","5.72719880027036","7.63041208991053","7.45418780412051","9.16509065901366","9.42738950576965","8.52764462182504","7.51038468173193","7.0826274694621","7.29611320139252","4.00787194915103","3.54233299340954","2.9319371122591","2.92604455481045","3.21565251894247","3.84325117975448","4.48306780199719","4.89772671474673","4.83759418858443","5.18260695477951","7.07105161955105","7.32181826197706","7.8840553416465","8.72035116834374","9.5302089730322","9.97161491189806","8.63688299618643","7.58809384193007","8.08939077915312","8.78702467164024","9.17706784303049","10.0566202626498","10.7055663766325","9.92711136577918","9.32214404605185","9.88614641231318","10.448334491604","10.4712899402275","10.2887459629005","10.3026903963908","10.938643492768","10.8598569852577","11.0687972697794","12.6266153626567","11.465112312541",
"Algeria","DZA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","26.6654194665797","23.2812602858204","19.4710552766199","19.0048840354438","17.0481564280519","16.3792101637043","17.6334920294868","17.8896661150225","16.8141794728977","16.7880795086388","16.5322400338594","18.5678076061648","17.4575182943266","15.9786030527409","11.7800780046477","14.3567404666366","13.7429086264188","14.7080818802228","15.3971601093979","15.0642815897623","15.2000000162462","15.0992682724718","16.1849716595944","16.2173732771297","16.0313902477679","16.7181584306133","18.9983304224347","19.4315721200527","20.1144484587383","18.0014175378966","16.0669306193343","14.7187690708191","16.0179356226305","17.3241859122684","17.8746231496666","16.7637898364963","15.7743188040564","16.5383785645998","17.7919085156143","16.7872347521677","13.5839456347184","14.7750746194862","15.4871226126096","14.8033945373864","13.772647357336","11.4504222701344","11.2315770752829","11.6434969911961","13.2067139792954","16.1452865537556","17.2267562429721","20.6680857265145","20.3180344139318","19.1357736663663","19.531018716671","21.5603458354929","20.8898615357956","18.9504118842715","17.2579295270401","18.3424679838475","20.8047302516346","17.6200531298958",
"East Asia & Pacific (excluding high income)","EAP","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","11.4946783722516","12.6797241055227","11.9539640071861","12.7155875547548","12.1763316811699","11.4621366066193","11.7218119096458","10.6453454706959","10.7136966848157","11.125102164109","11.0911276853258","11.7986500379077","12.0619627198108","11.5671369900309","11.4040736347725","11.5850985819591","12.0995052319591","12.1334877476621","12.2965904880322","12.7283324984531","12.5330928725608","12.3557552503416","12.592377439786","12.7467252652915","13.2444595571472","13.2590428807306","12.6786107876397","11.4711030911839","11.2518534783634","12.0513731571192","12.2531556193524","12.2418818516947","12.5560484093889","12.4348675703076","12.2411651582226","11.9111863639893","11.8480442897859","12.3039225468037","13.6840443150677","14.5726075756463","14.7757448950306","14.75913079292","14.4893471803761","13.9591078503749","13.4899711214256","13.569156622331","13.6043885148631","13.5585491067427","13.5185234999923","14.0352931326948","13.8194014591988","14.3789001200566","14.9251472472266","15.1389808917349","15.1295003275911","15.5486444746986","15.5995690940874","15.5145627788592","15.7308896365803","15.8837751150437","16.4180576444662","15.4274172229852",
"Early-demographic dividend","EAR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","10.0740436352033","10.2726985752772","10.3875457789297","10.9336710903623","11.3911327432485","11.6511613020068","11.9950491502418","12.0037002431382","13.2961044440354","13.4826743583837","13.5230299586315","14.3099984479906","13.8017272152849","12.9989596578895","13.6315097223702","14.490126311014","14.0307965075944","13.9687901769854","13.9191235818545","14.1148281850194","14.0746700658023","13.4639778670819","13.4001520370085","12.701012782218","13.1194275750419","12.8203529750774","13.1057198081221","12.6857245607143","12.6526244932581","12.4315348429739","12.7202376994425","12.9912764956561","13.0039528924352","12.8291393196115","13.1122327406373","12.8198374608136","12.8666053711527","12.5417743232653","12.2962599637059","12.2423931209185","12.0509366563797","12.1488283348377","13.4604849140914","12.9249530080678","13.191604257075","13.3560941214169","13.5665470091332","13.939958824835","14.2735077948339","13.8072907896973","13.6584139901058","13.4899105095956","13.4247252653928","14.5412883122663","13.4148000582503",
"East Asia & Pacific","EAS","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","16.6855791389481","16.2191350586706","14.705183882808","14.8115757186804","13.965809953995","13.8263763856101","13.9475801182495","12.3234988451744","11.9476775108732","11.8725175130681","11.2933432469643","11.9991832746038","12.2804859119235","12.2473258094655","12.9516621587298","14.0817007710469","14.1351575839272","14.0773366504021","14.0999885594145","14.0888904421282","14.2251006916444","14.316594270855","14.4361618872656","14.5054314635661","14.3790779052396","14.2648104332547","14.0770741604566","13.8167494127672","13.4722112403367","13.5373881319875","13.5780367184923","13.6372871569352","13.9635670179704","14.2648505519897","14.1734871860091","14.3123399948898","14.2418982424496","14.350949591997","15.0384020939094","15.4989485555185","15.6686083084289","16.1117352536741","16.2170588847605","16.123926132865","15.8747133686265","15.780106655639","15.5390488984555","15.3293125653105","15.5138989627688","16.2581741903959","15.9635782490161","16.3354120054527","16.5769499988337","16.4054253505602","16.2922122085719","16.3800516435118","16.5251626780838","16.3542397162816","16.5271743035691","16.7816148882096","17.5251120991601","16.8231697099264",
"Europe & Central Asia (excluding high income)","ECA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0487170290443","19.2304452085249","19.5432315714407","17.0500749768865","15.0197123064132","18.2691580386864","17.7550482390889","17.3693217020141","17.5676043864578","18.8901922149394","15.7447183865931","14.5795236419824","14.168668805472","15.5816759202644","16.1843448046949","16.0649521385489","15.4069843865085","15.2571611374187","15.705328881267","15.8216616649512","16.1279877905817","18.2467038289239","16.8767242367882","15.8989786413518","16.3279385852087","16.5633655303782","16.1106463512943","15.7205782971732","16.3613869262326","16.2683546119099","16.0542240372189","16.4988298128396","17.8171791426592","15.9923674080221",
"Europe & Central Asia","ECS","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","15.8897149167962","16.6666967357163","16.8978770684187","16.9851826014388","17.6625432679674","18.9024550549532","18.8567842258864","18.9464592545903","19.2160077801653","19.0994065788281","19.6272499965298","20.1819493271816","20.1728250286631","20.1479698984307","19.8603673804588","19.7603036305651","19.6432890763807","19.7409548329216","19.3998243632124","19.2350385735237","19.4156755671855","19.440519850622","19.7318368657632","20.1304397312878","19.8205559478269","19.3903921428438","19.3957745231304","19.1283685026781","18.7076689912641","18.79132905899","18.5539709891857","18.8365373548705","19.3223547185425","19.6653160288635","19.5034475839111","19.4772827038624","19.3426871642177","19.075687838021","19.4716910788342","21.181053714196","20.6501554864943","20.0311771957603","20.0243215012669","20.0539359394195","19.9306527366433","19.6662613984293","19.7495791239758","19.5110145133963","19.4293576693208","19.5982654138917","21.5204977445458","20.9505056555476",
"Ecuador","ECU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","8.86943259917402","9.50732327271953","9.28521531012741","8.84538437111648","9.21130458910258","9.43361509935018","9.1516363314382","7.48205982513521","7.19744682466835","8.23599379555884","9.69333117101902","8.51251407606524","9.22724731979676","10.8068865700572","16.0378502677948","20.9388984508353","20.1909070041417","20.9127959640183","19.7792072645085","18.8371761298458","18.2915482917391","15.8728599847562","17.3340009939609","15.3875223901456","16.1990825114964","14.7619893828051","15.6142860138724","15.2809072436712","16.2754500932496","13.6809114264663","12.3019782138532","11.3385886406281","9.93883890969136","10.6039500354161","10.9567918572233","11.2136981674703","10.8754339888743","11.2693127590151","11.0929970945984","11.7675327023318","9.35039744574381","9.44893487596453","9.83244039315638","10.7139124156126","10.8843542248601","10.7178449173195","10.6018937976299","10.9281551321086","11.8304343718496","13.7257167286477","13.1996528750973","12.7290497491166","13.3372906659601","14.005388161856","14.2961560267027","14.4295226342217","14.6056939315471","14.5712569114199","14.7163578426316","14.4147442397168","16.3567400042727","15.2801956139085",
"Egypt, Arab Rep.","EGY","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","15.5720917531404","16.3493483260925","15.1381486246401","17.4787146388355","19.6239316239316","19.0377400132421","19.7071933914039","19.2677923307559","22.1504529342261","23.9219179098939","22.2982258870565","24.3327309891282","25.7457396235857","24.3807855891919","25.1536504648911","25.3288357893943","23.4376398293709","20.6677304230259","18.8396896558783","16.2044964485033","15.6695152898698","17.3393078439871","15.9605450659067","15.7894736842105","15.506329113924","15.2815013404826","14.7392290249433","14.368932038835","13.9610397727273","12.5974022077922","11.3778705636743","11.1111111111111","10.4241552839684","10.3092783505155","10.2857142857143","10.5392156862745","10.3748910200523","11.320045129748","11.3082811412665","11.6059817945384","11.2025874742723","11.318650683022","12.5890736342043","12.6706586826347","12.7549969091284","12.7390900649954","12.2875182127246","11.3319011815252","10.8877721943049","11.3509882939935","11.163600198906","11.4506600539713","11.1781214545889","11.3523973339067","11.849765258216","11.7598919759401","11.4268841809995","10.0922190201729","8.35173750394375","7.66050994908025","7.92314261315115","7.94196498974925",
"Euro area","EMU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","15.7348772700242","16.5634203824404","16.8187946047113","16.9759177183183","17.5481204499445","18.7220582569549","18.6574475339146","18.8834200070794","19.2222820719505","19.1934405752802","19.5384741552532","20.2329638924847","20.2645103374951","20.3407624264618","20.1378744683794","20.2082361617796","20.0168866831905","20.2555964699579","19.9415621203629","19.4135680807294","19.4922805670091","19.6107277963244","19.9850246000908","20.3802787761182","20.1197755296993","19.9869311482434","20.0662045381679","19.8083238965845","19.4978078273992","19.5257500904273","19.383252048652","19.4682938522937","19.8280138390286","20.1080425355915","19.9725663809987","20.0777232590201","19.9007629017347","19.6119650992622","20.1261665430311","21.7943796227927","21.5428142946636","21.1585697186652","21.1808833176595","21.2613341898184","21.1260371302656","20.7945263736719","20.7204970330662","20.5097133742044","20.4290433142649","20.4913271263016","22.394863787784","22.0722112343126",
"Eritrea","ERI","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7679608542553","31.173873947519","30.1722032242306","43.9137134052388","38.7333847479926","29.9231587849458","52.3324361222187","62.1334122674263","54.7967675739453","42.6496702897897","39.6566674494096","46.6010876716847","36.6109537793928","35.2340523764362","25.9198801238168","25.6346449489988","26.3608426886223","20.1117340589011","31.8062662651194","26.6169943369009","","","","","","","","","","",
"Spain","ESP","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","9.86998944029872","10.0423518599429","9.92546377308753","9.91207122320972","10.319524168761","10.8984852068968","11.7729071755388","11.9872130263924","12.428535268528","12.9518406337111","13.6052597974238","14.5411119837736","14.7157703200447","15.1549259099092","14.9173538729385","15.1859529627281","14.9907645685104","15.4871441195961","15.3351163375974","15.8351501377267","16.2488727076589","16.920940599879","17.8057219015309","18.3451838901599","17.7618715610293","17.6137893301606","17.4872190072424","17.0066324133203","16.8577661948981","16.7905217693458","16.6978209495702","16.5446730566496","16.6243302666126","16.7766052655852","17.1689140681632","17.3316209399401","17.3603314528557","17.7056341053184","18.8230989210854","20.6396944608879","20.6329023062173","20.6717097699394","19.9773252746571","19.9064934352396","19.6718406210295","19.5175365367705","19.1007878537715","18.6634402645352","18.7144009389804","18.8619468443926","22.0347427389715","21.4312229769928",
"Estonia","EST","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5714517349853","22.6162441541643","20.4062670429621","20.6976037907385","21.9265522595976","19.5619806388734","18.6297859660467","18.1765606743555","17.8468775423338","17.3746062243779","16.855386497897","15.8349921475017","15.8999627713209","18.4374184622228","20.5342808474697","19.5625320574722","18.3658570690526","18.1951546608909","18.6447901895553","18.730894194828","19.5768849385707","19.7244562810863","19.2571004968025","19.1291737338201","19.5393075206039","20.7516138186437","19.8053974580881",
"Ethiopia","ETH","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3182460672537","8.30218871752089","8.9554736783348","9.24959184376664","9.01378857603043","11.1344515039567","11.1092075124974","10.2504816780532","9.19304684825909","9.12947548364366","8.83508637135813",
"European Union","EUU","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","16.1467406104099","16.9886856709964","17.2335715062183","17.3537290544856","17.94478987635","19.1028267122315","19.0969859150268","19.4017152519189","19.7200017215993","19.7072014509678","20.0799751533451","20.7790081951975","20.7854217838837","20.8106390221479","20.5551708419267","20.6127612239339","20.3886145164832","20.5938411011332","20.2928927817278","19.8039106064351","19.9530022041354","20.0702456907289","20.4456281337334","20.7773128863282","20.4543473098799","20.2223898954446","20.2923242001723","20.0241173792293","19.7354044958982","19.8167465212798","19.6486472174713","19.7219610324872","20.0947202223113","20.3958052851775","20.2030706560578","20.2724096020779","20.0905929848833","19.7718536907829","20.2595069103024","21.8619933873289","21.6064232938188","21.180276807274","21.2246684786839","21.3261632914927","21.1876835522157","20.8425609344101","20.80513786495","20.5836090654548","20.5120455038897","20.5748495969415","22.3733408838872","22.022146056966",
"Fragile and conflict affected situations","FCS","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0092829706208","12.1751587947147","13.1472057984887","14.2535011506022","13.2078161071092","12.851698758684","11.7717636665788","11.3647588100712","14.1581065940962","14.3041562408429","12.2284490768454","12.1366994319558","13.2341920224833","12.0080866780253","11.307548605863","13.0103215818169","11.8993555451858","11.1833908833151","13.0907702573001","12.5948935800637","13.5713202295711","13.055297278927","13.6765889221728","13.4477524702059","13.5374423189873","13.8974319640199","13.7286912843998","14.2642446437057","14.0134228749936","13.7323600740125","14.1101752077579","15.6249370000261","12.6276274339107",
"Finland","FIN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","14.28253946491","14.9730718261571","15.0993036499681","14.8069882846734","15.037288352246","16.9148435138433","17.893541615225","18.3765765776877","18.061880662949","17.5974346556645","17.7080547880084","18.3439724695931","18.4589865196365","18.7887418328028","18.9468761690984","19.7046956820328","19.9304547557144","20.314253647587","19.6082009306205","19.4164697116112","20.8698424564914","23.9139690905534","24.2704819419216","23.3012087553087","22.3958390726069","21.8946919806391","22.159419296063","21.3118304800238","20.5745638062985","20.2598569132339","19.7373242843113","19.9256022346987","20.6275339089207","21.0966793850371","21.1844442484788","21.4115261071001","21.3207863641359","20.7668705097503","21.5648727254009","24.0675224350333","23.6862386588924","23.361347084314","24.0970567606958","24.5363912666833","24.5073635673789","24.3844170589209","23.6711444570105","22.7873495919152","22.9013715294138","23.1883030793219","24.2405783828972","24.4077384859588",
"Fiji","FJI","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","15.9296517302377","16.3920454545455","18.3042931560984","20.2766573037421","19.2033247079119","19.1735034943786","17.2812478620784","17.4105924105924","16.5910808767952","17.3233562050278","17.4949494949495","17.5024485798237","18.0053838138242","18.4935579781962","16.3555422543115","16.1102890757516","15.8710498125335","16.8180010604454","17.4333992997412","15.9329855011667","17.296979536993","17.5013290802764","16.9560011972463","16.7660276987985","15.7443907012422","15.9384920634921","18.5722064705109","17.1779930515983","15.6262761800234","16.9146128753477","14.977330416923","17.3214453218454","18.7284479554435","18.9379366153794","19.999929220765","20.1524919991851","18.9410613738744","19.2806988994133","20.3921605341966","21.2090052653681","24.7481795734761","",
"France","FRA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","14.7585087756758","15.1275233874938","15.439496713879","15.8102642881776","15.8377499823334","15.8645416241396","15.938231956149","16.1527723490982","16.583233520674","16.7470587188295","16.9978838167672","17.360477060032","17.4033625796392","17.6004902643528","18.0271962630214","19.5772354966169","19.877701641894","20.1625125893477","20.5478823343803","20.4593053916275","21.046107532594","21.7529927350804","22.2014406413772","22.3551602430086","22.5305856894333","22.5840681334954","22.3060265456742","22.1460005630953","21.6972271309912","21.1371538659802","21.168890584749","21.655025854054","22.2592205187876","23.4090318084193","23.1862574341006","23.1766607320363","23.4696941384658","23.4009423125566","22.6152011693207","22.6309940264054","22.3258723712198","22.1418541151996","22.7211494436744","23.143427286765","23.0446960978721","23.0670392801425","22.7591793094828","22.4331396546751","22.5625633664261","24.0808047006283","23.9892566941431","23.744527827615","23.9504999032939","24.1116877142286","24.1258928301466","23.8078776145908","23.7323807174966","23.6440044192123","23.2715949606187","22.9835475778777","24.9350240146048","24.249521166634",
"Faroe Islands","FRO","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1664933064963","25.8967840345748","25.6272027453163","25.5232118632659","26.6229573337307","28.9439374185137","29.3945728331978","30.2729081777694","27.6729979081067","28.2472963739604","31.3856479986135","33.4774025298768","32.8826767930945","32.5959294114149","31.7514847611935","30.400105900652","28.8624746251865","28.2577813709072","27.6578555512139","27.5661940336433","28.4050499632477","27.5314688515586","29.8226628335364","28.8980790684702",
"Micronesia, Fed. Sts.","FSM","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","58.3098591549296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","9.77962571722125","10.2714050298011","10.2019806860606","14.0838659082193","11.5281060529803","11.3513513513514","11.9205284636637","13.622755988024","13.9917657087063","14.0266225295611","19.664800074905","18.744053282588","17.6958525345622","15.5803910614525","9.2547726661286","12.2188581314879","10.5687665136977","18.0962039988409","13.6869473293769","12.0849968973007","13.2271621322716","14.2448785135779","15.7120026915636","17.2018881064768","18.2752859529623","20.4131956014662","25.7826418936116","24.5564229825832","19.7881096001011","14.1744664919506","13.4024435394298","14.2702307635279","15.4953183900126","15.3023176817956","11.987643363252","11.7566055268261","11.2413828618511","10.8005532147567","15.4669187145558","11.7798676419366","9.56008536112189","15.998165819885","16.4641462545454","16.2000468191077","15.0071555267903","12.5353209029089","13.3398030396994","13.674128951407","12.4304841794361","16.1236287283484","13.4869443832076","12.7937160493487","14.0308076101756","14.4562195996819","14.8494691273466","14.816398045437","14.6412017071143","13.2317051644466","10.5658037085265","10.9934292922959","13.1712998403101","11.3660639110057",
"United Kingdom","GBR","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","17.6384465685337","17.6641220961642","17.9834641761726","17.2834216399806","16.8788857253018","17.6790031897927","18.0311228595007","18.8489990234375","18.2801652561247","17.7498856306798","17.7548640061707","18.0973907328294","18.4548388044788","18.2710003308141","20.1625222548564","22.4418434394275","22.1836461954423","20.790833863781","20.2792370534873","19.8731438109343","21.3137595280896","21.7554787520672","21.6250805592679","21.3990925724688","21.1008802522583","20.3137633737354","20.2862319070169","19.578573136096","18.798473433124","18.3750688423193","18.5775072156811","19.4340307979122","19.9128311290299","19.2209581565956","18.8683198782602","17.0488713211117","16.6066031793411","16.070619905404","16.0743341011842","16.4931283819375","16.6832100826142","17.3225369611891","18.1789570420851","18.8681207454304","19.4536126097535","19.6567981978262","19.8556934677768","19.7143600173891","20.4022356037391","21.9907828043627","21.5354807579598","20.9438586813811","20.795147909722","20.1350392976251","19.8803216831193","19.5058506047377","19.1334564665177","18.6095209227015","18.4646404716767","19.0130846499293","22.5215847219892","22.3808864965531",
"Georgia","GEO","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","13.2743362831858","12.1951219512195","12.3076923076923","12.1212121212121","12.1428571428571","12.8571428571429","13.1386861313869","13.3802816901408","13.6986301369863","11.8055555555556","10","9.375","9.38337801608579","5.86147381517238","9.8304333370276","10.9069080773874","7.6986170350265","10.1697073481306","11.0831325541108","10.6328770264787","8.53875163409509","9.64388672460294","9.78918991416309","8.11877488586074","11.4349113931781","14.3835675377983","12.0080638728345","16.4966046440467","19.3998395797619","18.522739908818","15.2711075264875","13.7255825454203","13.6168477961458","14.018067295956","14.2716231846806","14.2908501547075","15.3083491461101","13.8532344167059","13.2075767835442","13.1113119571411","14.7127284230369","13.9974607072963",
"Ghana","GHA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","10.0115074798619","10.8602150537634","10.3343465045593","11.3636363636364","11.7313915857605","14.4611186903138","13.0434782608696","14.9601063829787","16.7647058823529","14.2428785607196","12.8375387339531","12.96","12.6110124333925","10.9111682376464","12.2103004291845","13.0229036532273","12.2433343548881","12.6220550031354","11.2980081959402","10.2863014669407","11.1640063474284","8.79024040977061","6.48112803784803","5.86128951629555","7.25936110525907","9.39839322776987","11.0670267289541","10.6343163538874","9.70798975642982","9.84480819410477","9.31152842761133","9.48314108708897","12.1075681220176","14.4493685596963","13.7233429394813","12.0734806558561","12.0437087144029","12.355633653124","10.3241616558742","10.8433463882059","10.1716158733082","9.72236391765846","9.87277025091073","11.5332032401368","12.1728118810468","15.3081652628808","8.87072220384494","8.52494036113545","8.73165976762738","7.57424395572255","7.06949942103097","13.7885981215538","11.7643463119471","8.78317284558237","8.26779326496016","7.68049089441912","7.88693121419433","6.95705205922429","7.10478048996711","7.0432037272921","7.83341015605346","9.94954050377546",
"Gibraltar","GIB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4419509995491","11.9230848387834","11.1809654318805","11.6895823198276","10.9541039477421","9.95072034021345","8.64000898832564","8.33507263149328","7.85863366359048","7.51734473887142","7.4726936515313","7.3865697156991","6.80578126319153","6.95785078089094","7.08418078610901","7.34881636251547","8.19161825659522","8.17941177468042","6.94861037844078","6.98778053319186","6.27443868849983","6.77831468288347","5.96892051393693","9.96469666132899","12.5681987969638","14.9815822248922","14.4754951517626","18.8734180202807","17.7931452170859","19.5018941384335","16.8835442748837","15.2760215806747","15.4819047734539","15.402325246451","17.3145455182147","17.3145455182339",
"Gambia, The","GMB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","29.2436351670187","31.6685267857143","29.0963164779241","31.2123478458298","45.9593233574882","31.9013508341961","39.3643396015022","40.835431088735","15.9337846293873","18.4466319228376","21.7068106099436","17.8205092372621","14.4199747327884","13.7473487470419","13.0816490240494","14.1632971488584","14.5386460596896","11.3523428754328","11.5660047047432","11.4361207422755","11.2652435236286","9.99039263186057","10.3380122695363","11.2271983454408","11.3668418865181","9.92290159117549","8.75497395332926","7.76155710046007","8.24735162794787","8.38616765428973","7.92004978352911","9.77516009428575","9.59932820748877","10.1386268114772","9.23149910484917","8.75316494770267","9.27476976067688","8.83679840265619","8.32657938721957","8.44661706335853","7.86685508622327","6.82478004672062","8.24288423463265","8.99176809738058","9.8078357871186",
