Date,Open,High,Low,Close,Adj Close,Volume
2001-03-01,126.11000061035156,126.81999969482422,118.44000244140625,119.2300033569336,119.2300033569336,0
2001-06-01,119.20999908447266,126.12999725341797,118.26000213623047,118.75,118.75,0
2001-09-01,118.73999786376953,124.56999969482422,115.76000213623047,123.44999694824219,123.44999694824219,0
2001-12-01,123.45999908447266,135.16000366210938,123.0999984741211,133.4600067138672,133.4600067138672,0
2002-03-01,133.42999267578125,133.86000061035156,122.77999877929688,124.05999755859375,124.05999755859375,0
2002-06-01,124.0999984741211,125.95999908447266,115.43000030517578,118.9000015258789,118.9000015258789,0
2002-09-01,118.91000366210938,125.63999938964844,116.80999755859375,122.5199966430664,122.5199966430664,0
2002-12-01,122.55000305175781,125.72000122070312,116.77999877929688,118.08999633789062,118.08999633789062,0
2003-03-01,118.08999633789062,121.86000061035156,115.02999877929688,119.30000305175781,119.30000305175781,0
2003-06-01,119.30000305175781,120.72000122070312,116.12999725341797,116.66999816894531,116.66999816894531,0
2003-09-01,116.66000366210938,117.70999908447266,107.62000274658203,109.86000061035156,109.86000061035156,0
2003-12-01,109.83000183105469,109.98999786376953,104.0999984741211,109.05000305175781,109.05000305175781,0
2004-03-01,109.08999633789062,114.83999633789062,103.30000305175781,109.5199966430664,109.5199966430664,0
2004-06-01,109.5,112.47000122070312,107.0,109.16999816894531,109.16999816894531,0
2004-09-01,109.16000366210938,111.68000030517578,102.16999816894531,102.9000015258789,102.9000015258789,0
2004-12-01,102.88999938964844,106.69000244140625,101.66000366210938,104.52999877929688,104.52999877929688,0
2005-03-01,104.55000305175781,108.86000061035156,103.58000183105469,108.4000015258789,108.4000015258789,0
2005-06-01,108.41000366210938,113.63999938964844,106.48999786376953,110.6500015258789,110.6500015258789,0
2005-09-01,110.62999725341797,119.91999816894531,106.01000213623047,119.72000122070312,119.72000122070312,0
2005-12-01,119.69999694824219,121.37000274658203,113.48999786376953,115.79000091552734,115.79000091552734,0
2006-03-01,115.77999877929688,119.18000030517578,109.0,112.52999877929688,112.52999877929688,0
2006-06-01,112.55000305175781,117.8499984741211,111.33999633789062,117.36000061035156,117.36000061035156,0
2006-09-01,117.36000061035156,119.86000061035156,115.37999725341797,115.68000030517578,115.68000030517578,0
2006-12-01,115.6500015258789,122.55000305175781,114.45999908447266,118.7300033569336,118.7300033569336,0
2007-03-01,118.75,122.08000183105469,115.1500015258789,121.75,121.75,0
2007-06-01,121.75499725341797,125.3499984741211,111.80000305175781,115.7699966430664,115.7699966430664,0
2007-09-01,115.80000305175781,635.030029296875,107.30999755859375,111.76000213623047,111.76000213623047,0
2007-12-01,111.56999969482422,114.62000274658203,103.62000274658203,103.7699966430664,103.7699966430664,0
2008-03-01,103.5,108.41000366210938,95.83999633789062,105.43000030517578,105.43000030517578,0
2008-06-01,105.4000015258789,110.36199951171875,103.80000305175781,108.43000030517578,108.43000030517578,0
2008-09-01,108.44000244140625,110.39399719238281,90.0999984741211,95.33999633789062,95.33999633789062,0
2008-12-01,95.31999969482422,110.3499984741211,87.18000030517578,97.66999816894531,97.66999816894531,0
2009-03-01,97.31999969482422,101.4260025024414,93.61299896240234,95.31199645996094,95.31199645996094,0
2009-06-01,95.31700134277344,98.87000274658203,91.77999877929688,92.87000274658203,92.87000274658203,0
2009-09-01,92.7750015258789,93.2300033569336,84.88999938964844,86.25,86.25,0
2009-12-01,86.29000091552734,93.73500061035156,86.29000091552734,88.88999938964844,88.88999938964844,0
2010-03-01,88.84400177001953,94.96399688720703,88.12999725341797,91.19000244140625,91.19000244140625,0
2010-06-01,91.18000030517578,92.86799621582031,83.61900329589844,84.53199768066406,84.53199768066406,0
2010-09-01,84.13999938964844,85.91000366210938,80.31999969482422,84.25399780273438,84.25399780273438,0
2010-12-01,83.66600036621094,84.39700317382812,80.95999908447266,81.62200164794922,81.62200164794922,0
2011-03-01,81.8740005493164,85.48999786376953,78.25,80.87999725341797,80.87999725341797,0
2011-06-01,81.41999816894531,81.47599792480469,76.0199966430664,76.70099639892578,76.70099639892578,0
2011-09-01,76.74600219726562,79.5199966430664,75.56999969482422,77.95999908447266,77.95999908447266,0
2011-12-01,77.56300354003906,81.58999633789062,76.05000305175781,80.4800033569336,80.4800033569336,0
2012-03-01,81.27999877929688,84.1520004272461,78.21399688720703,78.98200225830078,78.98200225830078,0
2012-06-01,78.53700256347656,80.5999984741211,77.66000366210938,78.52999877929688,78.52999877929688,0
2012-09-01,78.43000030517578,82.83000183105469,77.37000274658203,82.1510009765625,82.1510009765625,0
2012-12-01,82.45999908447266,94.72000122070312,81.80000305175781,92.3030014038086,92.3030014038086,0
2013-03-01,92.56999969482422,103.55000305175781,92.4520034790039,101.0999984741211,101.0999984741211,0
2013-06-01,100.50251007080078,101.52400207519531,93.82499694824219,98.1500015258789,98.1500015258789,0
2013-09-01,98.33999633789062,102.58200073242188,96.82099914550781,102.43000030517578,102.43000030517578,0
2013-12-01,102.43000030517578,105.43000030517578,100.78399658203125,102.11000061035156,102.11000061035156,0
2014-03-01,101.79000091552734,104.11299896240234,100.83000183105469,101.83299255371094,101.83299255371094,0
2014-06-01,101.8030014038086,104.37000274658203,101.07099914550781,104.11799621582031,104.11799621582031,0
2014-09-01,104.16899871826172,118.96900177001953,104.08999633789062,118.82599639892578,118.82599639892578,0
2014-12-01,118.8740005493164,121.81900024414062,115.58000183105469,119.61722564697266,119.61722564697266,0
2015-03-01,119.68000030517578,124.44499969482422,118.33000183105469,123.81999969482422,123.81999969482422,0
2015-06-01,124.24500274658203,125.8219985961914,116.50499725341797,121.28900146484375,121.28900146484375,0
2015-09-01,121.11299896240234,123.59200286865234,118.08100128173828,122.83000183105469,122.83000183105469,0
2015-12-01,123.19999694824219,123.5510025024414,111.08100128173828,113.66000366210938,113.66000366210938,0
2016-03-01,112.4209976196289,114.54100036621094,105.54000091552734,110.84100341796875,110.84100341796875,0
2016-06-01,110.6500015258789,110.8239974975586,99.572998046875,102.86799621582031,102.86799621582031,0
2016-09-01,103.30699920654297,113.94200134277344,100.10099792480469,112.47000122070312,112.47000122070312,0
2016-12-01,114.6709976196289,118.64700317382812,111.5989990234375,112.74500274658203,112.74500274658203,0
2017-03-01,113.03399658203125,115.48799896240234,108.14199829101562,110.83899688720703,110.83899688720703,0
2017-06-01,110.76899719238281,114.29299926757812,108.3280029296875,110.45999908447266,110.45999908447266,0
2017-09-01,110.11699676513672,114.7249984741211,107.3219985961914,112.00199890136719,112.00199890136719,0
2017-12-01,112.55500030517578,113.73899841308594,105.55799865722656,107.4260025024414,107.4260025024414,0
2018-03-01,106.64299774169922,111.38500213623047,104.66699981689453,108.71199798583984,108.71199798583984,0
2018-06-01,108.76499938964844,113.14700317382812,108.76200103759766,110.9990005493164,110.9990005493164,0
2018-09-01,110.99800109863281,114.51100158691406,110.3949966430664,113.41100311279297,113.41100311279297,0
2018-12-01,113.41200256347656,113.75800323486328,106.7760009765625,110.86199951171875,110.86199951171875,0
2019-03-01,111.37100219726562,112.22599792480469,108.56300354003906,109.35700225830078,109.35700225830078,0
2019-06-01,109.30000305175781,109.38800048828125,104.87100219726562,106.43800354003906,106.43800354003906,0
2019-09-01,106.46600341796875,109.66200256347656,105.75,109.44499969482422,109.44499969482422,0
2019-12-01,109.44999694824219,112.18599700927734,107.65699768066406,108.13600158691406,108.13600158691406,0
2020-03-01,108.13600158691406,111.66799926757812,101.28299713134766,107.76000213623047,107.76000213623047,0
2020-06-01,107.71399688720703,109.84600067138672,104.1989974975586,105.53500366210938,105.53500366210938,0
2020-09-01,105.98999786376953,106.53600311279297,103.18399810791016,104.08200073242188,104.08200073242188,0
2020-12-01,104.3010025024414,106.68199920654297,102.58999633789062,106.52999877929688,106.52999877929688,0
2021-03-01,106.4739990234375,110.9530029296875,106.3759994506836,109.90699768066406,109.90699768066406,0
2021-06-01,109.47799682617188,111.65599822998047,108.72899627685547,109.94400024414062,109.94400024414062,0
2021-09-01,110.06199645996094,115.47599792480469,109.11399841308594,113.80400085449219,113.80400085449219,0
2021-12-01,113.26300048828125,116.33999633789062,112.71399688720703,115.58499908447266,115.58499908447266,0
2022-03-01,115.08200073242188,131.3249969482422,114.6510009765625,127.78399658203125,127.78399658203125,0
2022-06-01,128.73599243164062,139.3769989013672,128.8000030517578,138.73399353027344,138.73399353027344,0
2022-09-01,139.29600524902344,151.93699645996094,137.51400756835938,138.7449951171875,138.7449951171875,0
2022-12-01,137.35899353027344,137.94200134277344,127.25399780273438,136.31700134277344,136.31700134277344,0
2023-03-01,136.34800720214844,137.89599609375,129.6739959716797,133.0850067138672,133.0850067138672,0
