Date,Close
2000-03-15,16.850000381469727
2000-03-16,16.940000534057617
2000-03-17,17.850000381469727
2000-03-20,17.459999084472656
2000-03-21,17.270000457763672
2000-03-22,17.5
2000-03-23,17.15999984741211
2000-03-24,17.399999618530273
2000-03-27,17.600000381469727
2000-03-28,17.5
2000-03-29,17.790000915527344
2000-03-30,17.8799991607666
2000-03-31,18.309999465942383
2000-04-03,18.540000915527344
2000-04-04,18.389999389648438
2000-04-05,18.479999542236328
2000-04-06,17.84000015258789
2000-04-07,17.969999313354492
2000-04-10,17.770000457763672
2000-04-11,17.729999542236328
2000-04-12,17.969999313354492
2000-04-13,18.290000915527344
2000-04-14,18.170000076293945
2000-04-17,18.09000015258789
2000-04-18,18.329999923706055
2000-04-19,18.56999969482422
2000-04-20,18.559999465942383
2000-04-24,18.489999771118164
2000-04-25,18.290000915527344
2000-04-26,18.020000457763672
2000-04-27,17.670000076293945
2000-04-28,17.610000610351562
2000-05-01,18.15999984741211
2000-05-02,18.149999618530273
2000-05-03,18.209999084472656
2000-05-04,18.200000762939453
2000-05-05,17.8799991607666
2000-05-08,17.6200008392334
2000-05-09,17.639999389648438
2000-05-10,17.639999389648438
2000-05-11,17.510000228881836
2000-05-12,17.190000534057617
2000-05-15,17.030000686645508
2000-05-16,17.0
2000-05-17,17.049999237060547
2000-05-18,17.229999542236328
2000-05-19,17.190000534057617
2000-05-22,17.209999084472656
2000-05-23,17.239999771118164
2000-05-24,17.170000076293945
2000-05-25,16.760000228881836
2000-05-26,16.65999984741211
2000-05-30,15.859999656677246
2000-05-31,15.869999885559082
2000-06-01,16.209999084472656
2000-06-02,16.760000228881836
2000-06-05,16.520000457763672
2000-06-06,16.440000534057617
2000-06-07,16.299999237060547
2000-06-08,16.5
2000-06-09,16.360000610351562
2000-06-12,16.299999237060547
2000-06-13,16.110000610351562
2000-06-14,16.110000610351562
2000-06-15,16.209999084472656
2000-06-16,16.450000762939453
2000-06-19,16.59000015258789
2000-06-20,16.610000610351562
2000-06-21,16.639999389648438
2000-06-22,16.40999984741211
2000-06-23,16.1299991607666
2000-06-26,15.960000038146973
2000-06-27,15.979999542236328
2000-06-28,15.960000038146973
2000-06-29,15.989999771118164
2000-06-30,15.859999656677246
2000-07-03,15.420000076293945
2000-07-05,15.529999732971191
2000-07-06,15.369999885559082
2000-07-07,15.569999694824219
2000-07-10,15.800000190734863
2000-07-11,15.649999618530273
2000-07-12,15.630000114440918
2000-07-13,15.520000457763672
2000-07-14,15.420000076293945
2000-07-17,15.619999885559082
2000-07-18,15.529999732971191
2000-07-19,15.569999694824219
2000-07-20,15.680000305175781
2000-07-21,15.829999923706055
2000-07-24,15.6899995803833
2000-07-25,15.5600004196167
2000-07-26,15.520000457763672
2000-07-27,15.579999923706055
2000-07-28,15.539999961853027
2000-07-31,15.579999923706055
2000-08-01,15.59000015258789
2000-08-02,15.670000076293945
2000-08-03,15.40999984741211
2000-08-04,15.300000190734863
2000-08-07,15.199999809265137
2000-08-08,15.329999923706055
2000-08-09,15.239999771118164
2000-08-10,15.239999771118164
2000-08-11,15.239999771118164
2000-08-14,15.289999961853027
2000-08-15,15.229999542236328
2000-08-16,15.550000190734863
2000-08-17,15.329999923706055
2000-08-18,15.270000457763672
2000-08-21,15.210000038146973
2000-08-22,15.15999984741211
2000-08-23,15.109999656677246
2000-08-24,15.140000343322754
2000-08-25,15.069999694824219
2000-08-28,15.140000343322754
2000-08-29,15.539999961853027
2000-08-30,15.539999961853027
2000-08-31,15.75
2000-09-06,15.449999809265137
2000-09-07,15.279999732971191
2000-09-13,15.649999618530273
2000-09-20,15.270000457763672
2000-09-21,15.359999656677246
2000-10-03,15.300000190734863
2000-10-04,15.229999542236328
2000-10-09,15.119999885559082
2000-10-10,15.180000305175781
2000-10-11,15.069999694824219
2000-10-12,14.949999809265137
2000-10-16,15.140000343322754
2000-10-17,15.050000190734863
2000-10-18,14.899999618530273
2000-10-19,14.899999618530273
2000-10-20,14.710000038146973
2000-10-23,14.789999961853027
2000-10-25,14.720000267028809
2000-10-27,14.699999809265137
2000-10-30,14.670000076293945
2000-10-31,14.600000381469727
2000-11-02,14.970000267028809
2000-11-06,15.100000381469727
2000-11-07,15.239999771118164
2000-11-08,15.199999809265137
2000-11-09,15.260000228881836
2000-11-10,15.0600004196167
2000-11-13,14.930000305175781
2000-11-14,15.0600004196167
2000-11-15,15.239999771118164
2000-11-16,15.40999984741211
2000-11-17,15.119999885559082
2000-11-20,15.180000305175781
2000-11-21,15.079999923706055
2000-11-22,15.0600004196167
2000-11-27,14.949999809265137
2000-11-28,14.489999771118164
2000-11-30,14.430000305175781
2000-12-01,14.710000038146973
2000-12-05,14.979999542236328
2000-12-06,14.90999984741211
2000-12-07,14.789999961853027
2000-12-08,14.949999809265137
2000-12-11,14.8100004196167
2000-12-12,14.720000267028809
2000-12-13,14.75
2000-12-14,14.739999771118164
2000-12-15,14.869999885559082
2000-12-18,15.319999694824219
2000-12-19,15.050000190734863
2000-12-20,15.210000038146973
2000-12-21,15.0
2000-12-22,15.140000343322754
2000-12-26,14.59000015258789
2000-12-27,14.609999656677246
2000-12-28,14.5
2001-01-02,14.529999732971191
2001-01-16,14.819999694824219
2001-01-17,14.5
2001-01-19,14.640000343322754
2001-01-22,14.479999542236328
2001-01-23,14.710000038146973
2001-01-24,14.579999923706055
2001-01-25,14.680000305175781
2001-01-26,14.600000381469727
2001-01-29,14.5
2001-01-30,14.600000381469727
2001-01-31,14.529999732971191
2001-02-01,14.550000190734863
2001-02-02,14.930000305175781
2001-02-05,15.0
2001-02-06,14.90999984741211
2001-02-07,14.960000038146973
2001-02-08,14.770000457763672
2001-02-09,14.430000305175781
2001-02-12,14.4399995803833
2001-02-14,14.380000114440918
2001-02-15,14.449999809265137
2001-02-16,14.449999809265137
2001-02-20,14.729999542236328
2001-02-21,14.680000305175781
2001-02-22,14.949999809265137
2001-02-26,14.670000076293945
2001-02-28,14.869999885559082
2001-03-01,15.579999923706055
2001-03-16,16.049999237060547
2001-03-19,16.149999618530273
2001-03-20,16.260000228881836
2001-03-22,16.010000228881836
2001-03-23,15.84000015258789
2001-03-26,15.649999618530273
2001-03-27,15.850000381469727
2001-03-28,16.190000534057617
2001-03-29,16.100000381469727
2001-04-02,15.899999618530273
2001-04-04,15.649999618530273
2001-04-05,15.680000305175781
2001-04-06,15.59000015258789
2001-04-09,15.600000381469727
2001-04-10,15.520000457763672
2001-04-11,15.170000076293945
2001-04-12,15.390000343322754
2001-04-17,15.149999618530273
2001-04-18,15.09000015258789
2001-04-19,14.899999618530273
2001-04-20,14.800000190734863
2001-04-23,14.569999694824219
2001-04-25,14.850000381469727
2001-04-26,14.84000015258789
2001-04-27,14.84000015258789
2001-04-30,14.609999656677246
2001-05-01,14.920000076293945
2001-05-02,14.9399995803833
2001-05-04,14.649999618530273
2001-05-07,14.600000381469727
2001-05-08,14.84000015258789
2001-05-10,14.59000015258789
2001-05-14,14.479999542236328
2001-05-15,14.739999771118164
2001-05-16,14.649999618530273
2001-05-17,14.59000015258789
2001-05-18,14.890000343322754
